year,countrycode,padded_population_of_researchers,paddedpop,number_of_inmigrations,number_of_outmigrations,netmigration,outmigrationrate,inmigrationrate,netmigrationrate
2016.0,MN,927,927,63,21,42,0.022653721,0.067961164,0.045307443
2017.0,MN,990,990,46,25,21,0.025252525,0.046464648,0.021212121
2018.0,MN,1073,1073,70,41,29,0.038210623,0.06523765,0.027027028
2019.0,MN,1102,1102,61,59,2,0.05353902,0.055353902,0.001814882
2020.0,MN,1086,1086,59,34,25,0.031307552,0.05432781,0.023020258
2021.0,MN,999,999,43,30,13,0.03003003,0.043043043,0.013013013
1999.0,MO,2,2,0,0,0,0.0,0.0,0.0
2000.0,MO,4,4,1,1,0,0.25,0.25,0.0
2002.0,MO,3,3,0,0,0,0.0,0.0,0.0
2005.0,MO,6,6,1,2,-1,0.33333334,0.16666667,-0.16666667
2006.0,MO,6,6,0,1,-1,0.16666667,0.0,-0.16666667
2007.0,MO,11,11,2,3,-1,0.27272728,0.18181819,-0.09090909
2008.0,MO,12,12,1,1,0,0.083333336,0.083333336,0.0
2009.0,MO,10,10,0,1,-1,0.1,0.0,-0.1
2010.0,MO,11,11,3,2,1,0.18181819,0.27272728,0.09090909
2013.0,MO,6,6,2,2,0,0.33333334,0.33333334,0.0
2020.0,MO,2,2,1,2,-1,1.0,0.5,-0.5
1996.0,MQ,53,53,0,0,0,0.0,0.0,0.0
1997.0,MQ,56,56,4,4,0,0.071428575,0.071428575,0.0
1998.0,MQ,72,72,7,6,1,0.083333336,0.097222224,0.013888889
1999.0,MQ,71,71,4,11,-7,0.15492958,0.056338027,-0.09859155
2000.0,MQ,76,76,10,2,8,0.02631579,0.13157895,0.10526316
2001.0,MQ,69,69,3,5,-2,0.072463766,0.04347826,-0.028985508
2003.0,MQ,80,80,9,8,1,0.1,0.1125,0.0125
2004.0,MQ,83,83,6,6,0,0.072289154,0.072289154,0.0
2005.0,MQ,86,86,5,10,-5,0.11627907,0.058139537,-0.058139537
2006.0,MQ,107,107,13,6,7,0.056074765,0.12149533,0.06542056
2007.0,MQ,117,117,12,10,2,0.08547009,0.102564104,0.017094018
2008.0,MQ,120,120,12,10,2,0.083333336,0.1,0.016666668
2009.0,MQ,132,132,13,14,-1,0.10606061,0.09848485,-0.007575758
2010.0,MQ,170,170,29,14,15,0.08235294,0.17058824,0.0882353
2011.0,MQ,194,194,20,9,11,0.04639175,0.10309278,0.05670103
2012.0,MQ,232,232,22,18,4,0.077586204,0.094827585,0.01724138
2013.0,MQ,258,258,24,20,4,0.07751938,0.093023255,0.015503876
2014.0,MQ,295,295,27,12,15,0.040677965,0.09152542,0.050847456
2015.0,MQ,310,310,20,14,6,0.045161292,0.06451613,0.019354839
2016.0,MQ,322,322,23,17,6,0.05279503,0.071428575,0.01863354
2017.0,MQ,285,285,17,31,-14,0.10877193,0.05964912,-0.049122807
2018.0,MQ,282,282,25,20,5,0.07092199,0.088652484,0.017730497
2019.0,MQ,273,273,28,21,7,0.07692308,0.102564104,0.025641026
2020.0,MQ,250,250,28,27,1,0.108,0.112,0.004
2021.0,MQ,227,227,14,12,2,0.052863438,0.06167401,0.008810572
1996.0,MR,11,11,0,0,0,0.0,0.0,0.0
1997.0,MR,16,16,2,0,2,0.0,0.125,0.125
1998.0,MR,18,18,0,0,0,0.0,0.0,0.0
1999.0,MR,18,18,1,3,-2,0.16666667,0.055555556,-0.11111111
2000.0,MR,20,20,2,1,1,0.05,0.1,0.05
2001.0,MR,20,20,0,0,0,0.0,0.0,0.0
2002.0,MR,20,20,2,4,-2,0.2,0.1,-0.1
2004.0,MR,26,26,2,0,2,0.0,0.07692308,0.07692308
2005.0,MR,34,34,2,3,-1,0.0882353,0.05882353,-0.029411765
2006.0,MR,36,36,2,2,0,0.055555556,0.055555556,0.0
2007.0,MR,41,41,1,0,1,0.0,0.024390243,0.024390243
2008.0,MR,44,44,2,3,-1,0.06818182,0.045454547,-0.022727273
2009.0,MR,52,52,1,1,0,0.01923077,0.01923077,0.0
2010.0,MR,61,61,2,4,-2,0.06557377,0.032786883,-0.032786883
2011.0,MR,68,68,4,1,3,0.014705882,0.05882353,0.04411765
2012.0,MR,76,76,8,2,6,0.02631579,0.10526316,0.078947365
2013.0,MR,76,76,3,7,-4,0.09210526,0.039473683,-0.05263158
2014.0,MR,74,74,6,5,1,0.067567565,0.08108108,0.013513514
2015.0,MR,90,90,7,1,6,0.011111111,0.07777778,0.06666667
2016.0,MR,113,113,6,3,3,0.026548672,0.053097345,0.026548672
2017.0,MR,114,114,9,9,0,0.078947365,0.078947365,0.0
2018.0,MR,121,121,9,7,2,0.05785124,0.07438017,0.016528925
2019.0,MR,120,120,12,12,0,0.1,0.1,0.0
2020.0,MR,122,122,15,8,7,0.06557377,0.12295082,0.057377048
2021.0,MR,115,115,5,3,2,0.026086956,0.04347826,0.017391304
1997.0,MS,16,16,6,0,6,0.0,0.375,0.375
1998.0,MS,5,5,0,12,-12,2.4,0.0,-2.4
2000.0,MS,7,7,0,4,-4,0.5714286,0.0,-0.5714286
2002.0,MS,7,7,1,1,0,0.14285715,0.14285715,0.0
2004.0,MS,11,11,2,2,0,0.18181819,0.18181819,0.0
2005.0,MS,10,10,2,1,1,0.1,0.2,0.1
2006.0,MS,9,9,1,2,-1,0.22222222,0.11111111,-0.11111111
2007.0,MS,9,9,1,2,-1,0.22222222,0.11111111,-0.11111111
2009.0,MS,12,12,0,2,-2,0.16666667,0.0,-0.16666667
2010.0,MS,15,15,4,1,3,0.06666667,0.26666668,0.2
2012.0,MS,12,12,0,2,-2,0.16666667,0.0,-0.16666667
2014.0,MS,11,11,0,1,-1,0.09090909,0.0,-0.09090909
2016.0,MS,14,14,0,1,-1,0.071428575,0.0,-0.071428575
2018.0,MS,16,16,2,0,2,0.0,0.125,0.125
2020.0,MS,16,16,3,1,2,0.0625,0.1875,0.125
1996.0,MT,80,80,0,0,0,0.0,0.0,0.0
1997.0,MT,92,92,3,6,-3,0.06521739,0.032608695,-0.032608695
1998.0,MT,112,112,4,6,-2,0.05357143,0.035714287,-0.017857144
1999.0,MT,125,125,6,6,0,0.048,0.048,0.0
2000.0,MT,136,136,5,7,-2,0.05147059,0.036764707,-0.014705882
2001.0,MT,172,172,10,4,6,0.023255814,0.058139537,0.034883723
2002.0,MT,175,175,3,11,-8,0.06285714,0.017142856,-0.045714285
2003.0,MT,193,193,12,12,0,0.062176164,0.062176164,0.0
2004.0,MT,204,204,12,11,1,0.05392157,0.05882353,0.004901961
2005.0,MT,243,243,12,6,6,0.024691358,0.049382716,0.024691358
2006.0,MT,276,276,16,10,6,0.036231883,0.057971016,0.02173913
2007.0,MT,310,310,15,12,3,0.038709678,0.048387095,0.009677419
2008.0,MT,353,353,21,10,11,0.028328612,0.059490085,0.031161472
2009.0,MT,418,418,21,15,6,0.035885166,0.050239235,0.014354067
2010.0,MT,513,513,33,17,16,0.0331384,0.064327486,0.031189084
2011.0,MT,567,567,33,36,-3,0.06349207,0.05820106,-0.005291005
2012.0,MT,646,646,33,35,-2,0.054179568,0.05108359,-0.0030959751
2013.0,MT,735,735,40,19,21,0.02585034,0.054421768,0.028571429
2014.0,MT,820,820,40,31,9,0.03780488,0.048780486,0.0109756095
2015.0,MT,913,913,53,27,26,0.029572837,0.058050383,0.028477546
2016.0,MT,966,966,62,51,11,0.05279503,0.06418219,0.011387164
2017.0,MT,1031,1031,74,39,35,0.037827354,0.071774974,0.033947624
2018.0,MT,1085,1085,67,57,10,0.05253456,0.061751153,0.00921659
2019.0,MT,1123,1123,82,67,15,0.05966162,0.0730187,0.01335708
2020.0,MT,1115,1115,77,46,31,0.041255604,0.0690583,0.02780269
2021.0,MT,1062,1062,47,36,11,0.033898305,0.04425612,0.010357816
2022.0,MT,0,0,34,29,5,,,
1996.0,MU,34,34,0,0,0,0.0,0.0,0.0
1997.0,MU,61,61,1,0,1,0.0,0.016393442,0.016393442
1998.0,MU,82,82,2,2,0,0.024390243,0.024390243,0.0
1999.0,MU,93,93,3,3,0,0.032258064,0.032258064,0.0
2000.0,MU,101,101,2,4,-2,0.03960396,0.01980198,-0.01980198
2001.0,MU,110,110,5,1,4,0.009090909,0.045454547,0.036363635
2002.0,MU,111,111,3,6,-3,0.054054055,0.027027028,-0.027027028
2003.0,MU,119,119,3,4,-1,0.033613447,0.025210084,-0.008403362
2004.0,MU,125,125,3,3,0,0.024,0.024,0.0
2005.0,MU,140,140,7,4,3,0.028571429,0.05,0.021428572
2006.0,MU,163,163,4,6,-2,0.036809817,0.024539877,-0.012269938
2007.0,MU,190,190,6,3,3,0.015789473,0.031578947,0.015789473
2008.0,MU,206,206,5,5,0,0.024271844,0.024271844,0.0
2009.0,MU,211,211,5,8,-3,0.037914693,0.023696683,-0.014218009
2010.0,MU,247,247,8,1,7,0.004048583,0.032388665,0.02834008
2011.0,MU,256,256,3,13,-10,0.05078125,0.01171875,-0.0390625
2012.0,MU,288,288,10,7,3,0.024305556,0.034722224,0.010416667
2013.0,MU,320,320,5,8,-3,0.025,0.015625,-0.009375
2014.0,MU,344,344,16,9,7,0.02616279,0.046511628,0.020348838
2015.0,MU,380,380,10,9,1,0.023684211,0.02631579,0.002631579
2016.0,MU,397,397,15,6,9,0.01511335,0.037783377,0.022670025
2017.0,MU,404,404,14,12,2,0.02970297,0.034653466,0.004950495
2018.0,MU,415,415,15,15,0,0.036144577,0.036144577,0.0
2019.0,MU,418,418,11,13,-2,0.031100478,0.02631579,-0.004784689
2020.0,MU,395,395,8,13,-5,0.032911394,0.020253165,-0.012658228
2021.0,MU,360,360,8,5,3,0.013888889,0.022222223,0.008333334
2022.0,MU,0,0,3,4,-1,,,
2003.0,MV,4,4,0,0,0,0.0,0.0,0.0
2005.0,MV,4,4,0,1,-1,0.25,0.0,-0.25
2006.0,MV,5,5,0,0,0,0.0,0.0,0.0
2008.0,MV,6,6,1,1,0,0.16666667,0.16666667,0.0
2009.0,MV,10,10,0,0,0,0.0,0.0,0.0
2011.0,MV,11,11,1,1,0,0.09090909,0.09090909,0.0
2012.0,MV,7,7,0,0,0,0.0,0.0,0.0
2015.0,MV,22,22,4,0,4,0.0,0.18181819,0.18181819
2016.0,MV,28,28,3,1,2,0.035714287,0.10714286,0.071428575
2017.0,MV,28,28,3,4,-1,0.14285715,0.10714286,-0.035714287
2018.0,MV,35,35,11,9,2,0.25714287,0.31428573,0.057142857
2019.0,MV,42,42,6,8,-2,0.1904762,0.14285715,-0.04761905
2020.0,MV,49,49,13,3,10,0.06122449,0.26530612,0.20408164
2021.0,MV,47,47,4,3,1,0.06382979,0.08510638,0.021276595
1996.0,MW,98,98,0,0,0,0.0,0.0,0.0
1997.0,MW,127,127,6,7,-1,0.05511811,0.047244094,-0.007874016
1998.0,MW,147,147,5,10,-5,0.06802721,0.034013607,-0.034013607
1999.0,MW,172,172,9,11,-2,0.06395349,0.05232558,-0.011627907
2000.0,MW,188,188,10,11,-1,0.05851064,0.05319149,-0.005319149
2001.0,MW,219,219,14,8,6,0.03652968,0.06392694,0.02739726
2002.0,MW,251,251,14,14,0,0.055776894,0.055776894,0.0
2003.0,MW,289,289,15,12,3,0.04152249,0.051903114,0.010380623
2004.0,MW,320,320,14,7,7,0.021875,0.04375,0.021875
2005.0,MW,377,377,21,23,-2,0.061007958,0.055702917,-0.0053050397
2006.0,MW,418,418,17,24,-7,0.057416268,0.040669855,-0.016746411
2007.0,MW,447,447,29,19,10,0.042505592,0.06487696,0.022371365
2008.0,MW,482,482,26,33,-7,0.06846473,0.05394191,-0.014522822
2009.0,MW,543,543,34,26,8,0.047882136,0.062615104,0.014732965
2010.0,MW,597,597,22,29,-7,0.048576213,0.03685092,-0.0117252935
2011.0,MW,679,679,43,36,7,0.053019147,0.06332842,0.010309278
2012.0,MW,761,761,40,47,-7,0.061760843,0.05256242,-0.0091984235
2013.0,MW,846,846,48,37,11,0.043735225,0.056737587,0.013002364
2014.0,MW,913,913,48,61,-13,0.06681271,0.05257393,-0.014238773
2015.0,MW,1032,1032,64,59,5,0.057170544,0.062015504,0.004844961
2016.0,MW,1114,1114,66,60,6,0.053859964,0.05924596,0.0053859963
2017.0,MW,1164,1164,77,83,-6,0.07130584,0.0661512,-0.005154639
2018.0,MW,1281,1281,102,94,8,0.07338017,0.07962529,0.006245121
2019.0,MW,1329,1329,89,85,4,0.06395786,0.066967644,0.0030097817
2020.0,MW,1298,1298,94,72,22,0.055469953,0.07241911,0.016949153
2021.0,MW,1222,1222,79,64,15,0.05237316,0.064648114,0.012274959
2022.0,MW,0,0,39,47,-8,,,
1996.0,MX,9784,9784,0,0,0,0.0,0.0,0.0
1997.0,MX,12326,12326,328,304,24,0.024663314,0.026610417,0.0019471037
1998.0,MX,14943,14943,519,487,32,0.032590512,0.03473198,0.002141471
1999.0,MX,16553,16553,594,566,28,0.0341932,0.035884734,0.0016915363
2000.0,MX,18189,18189,673,656,17,0.036065754,0.037000384,0.0009346308
2001.0,MX,20174,20174,742,755,-13,0.037424408,0.036780015,-0.0006443938
2002.0,MX,22362,22362,887,837,50,0.037429567,0.039665505,0.002235936
2003.0,MX,24866,24866,1018,960,58,0.038606934,0.040939435,0.0023325023
2004.0,MX,27527,27527,1116,1107,9,0.04021506,0.040542014,0.00032695173
2005.0,MX,30121,30121,1157,1237,-80,0.041067693,0.03841174,-0.0026559543
2006.0,MX,32854,32854,1268,1398,-130,0.042551897,0.038594995,-0.0039569004
2007.0,MX,36236,36236,1490,1560,-70,0.04305111,0.04111933,-0.0019317806
2008.0,MX,39407,39407,1573,1674,-101,0.04247976,0.039916765,-0.0025629965
2009.0,MX,42886,42886,1774,1749,25,0.04078254,0.041365482,0.0005829408
2010.0,MX,46462,46462,1885,2028,-143,0.043648575,0.040570788,-0.003077784
2011.0,MX,50127,50127,1974,2294,-320,0.04576376,0.039379977,-0.006383785
2012.0,MX,54455,54455,2274,2358,-84,0.04330181,0.041759253,-0.0015425581
2013.0,MX,58758,58758,2486,2471,15,0.04205385,0.04230913,0.0002552844
2014.0,MX,63133,63133,2710,2690,20,0.042608462,0.042925254,0.00031679153
2015.0,MX,67642,67642,3127,3040,87,0.04494249,0.046228673,0.0012861831
2016.0,MX,71457,71457,3253,3159,94,0.044208404,0.045523882,0.0013154765
2017.0,MX,75002,75002,3509,3448,61,0.04597211,0.046785418,0.00081331166
2018.0,MX,77493,77493,3764,3729,35,0.048120476,0.04857213,0.0004516537
2019.0,MX,77339,77339,3718,4148,-430,0.053634003,0.048074063,-0.0055599376
2020.0,MX,73479,73479,3174,3708,-534,0.050463397,0.043196015,-0.0072673825
2021.0,MX,67341,67341,2320,2600,-280,0.038609464,0.034451522,-0.0041579423
2022.0,MX,0,0,1338,1520,-182,,,
1996.0,MY,1748,1748,0,0,0,0.0,0.0,0.0
1997.0,MY,2221,2221,53,67,-14,0.030166592,0.023863126,-0.006303467
1998.0,MY,2794,2794,113,68,45,0.024337867,0.040443808,0.01610594
1999.0,MY,3129,3129,151,103,48,0.032917865,0.04825823,0.015340365
2000.0,MY,3549,3549,156,118,38,0.0332488,0.043956045,0.0107072415
2001.0,MY,4024,4024,211,168,43,0.041749503,0.052435387,0.010685884
2002.0,MY,4723,4723,235,192,43,0.040652126,0.049756512,0.009104383
2003.0,MY,5568,5568,304,196,108,0.03520115,0.054597702,0.019396551
2004.0,MY,6467,6467,350,310,40,0.047935672,0.05412092,0.006185248
2005.0,MY,7400,7400,346,378,-32,0.05108108,0.046756756,-0.0043243244
2006.0,MY,9119,9119,494,390,104,0.04276785,0.054172605,0.011404759
2007.0,MY,11461,11461,620,445,175,0.038827326,0.0540965,0.015269173
2008.0,MY,14427,14427,749,508,241,0.035211757,0.051916547,0.01670479
2009.0,MY,18363,18363,809,787,22,0.042857923,0.044055983,0.0011980613
2010.0,MY,23584,23584,1091,757,334,0.032098033,0.046260178,0.014162144
2011.0,MY,29092,29092,1317,901,416,0.030970713,0.04527018,0.0142994635
2012.0,MY,34319,34319,1457,1207,250,0.035170022,0.042454615,0.0072845947
2013.0,MY,39140,39140,1901,1483,418,0.037889626,0.04856924,0.010679612
2014.0,MY,42812,42812,1910,1741,169,0.040666167,0.04461366,0.0039474913
2015.0,MY,46005,46005,1978,2111,-133,0.045886315,0.042995326,-0.00289099
2016.0,MY,48077,48077,2008,2561,-553,0.053268716,0.041766334,-0.011502381
2017.0,MY,48955,48955,2086,2793,-707,0.057052396,0.04261056,-0.014441835
2018.0,MY,49187,49187,2067,3081,-1014,0.0626385,0.042023297,-0.020615203
2019.0,MY,48549,48549,2179,3322,-1143,0.068425715,0.04488249,-0.023543224
2020.0,MY,45818,45818,2001,2693,-692,0.05877603,0.043672793,-0.015103235
2021.0,MY,41690,41690,1567,1766,-199,0.04236028,0.03758695,-0.004773327
2022.0,MY,0,0,1138,1209,-71,,,
1996.0,MZ,117,117,0,0,0,0.0,0.0,0.0
1997.0,MZ,147,147,6,6,0,0.040816326,0.040816326,0.0
1998.0,MZ,180,180,8,13,-5,0.072222225,0.044444446,-0.027777778
1999.0,MZ,205,205,20,21,-1,0.10243902,0.09756097,-0.004878049
2000.0,MZ,203,203,14,26,-12,0.12807882,0.06896552,-0.0591133
2001.0,MZ,193,193,11,36,-25,0.1865285,0.05699482,-0.12953368
2002.0,MZ,213,213,25,29,-4,0.13615024,0.11737089,-0.018779343
2003.0,MZ,200,200,9,31,-22,0.155,0.045,-0.11
2004.0,MZ,218,218,18,25,-7,0.1146789,0.08256881,-0.03211009
2005.0,MZ,236,236,14,28,-14,0.118644066,0.059322033,-0.059322033
2006.0,MZ,292,292,34,28,6,0.09589041,0.11643836,0.020547945
2007.0,MZ,359,359,56,25,31,0.06963788,0.15598886,0.08635098
2008.0,MZ,448,448,72,27,45,0.06026786,0.16071428,0.100446425
2009.0,MZ,474,474,30,43,-13,0.0907173,0.06329114,-0.02742616
2010.0,MZ,492,492,52,60,-8,0.12195122,0.10569106,-0.016260162
2011.0,MZ,484,484,48,64,-16,0.1322314,0.09917355,-0.03305785
2012.0,MZ,519,519,62,74,-12,0.1425819,0.1194605,-0.023121387
2013.0,MZ,569,569,61,59,2,0.103690684,0.10720562,0.0035149385
2014.0,MZ,621,621,51,62,-11,0.09983897,0.082125604,-0.017713366
2015.0,MZ,704,704,71,80,-9,0.11363637,0.10085227,-0.012784091
2016.0,MZ,728,728,55,80,-25,0.10989011,0.07554945,-0.03434066
2017.0,MZ,744,744,68,99,-31,0.13306452,0.09139785,-0.041666668
2018.0,MZ,780,780,78,95,-17,0.12179487,0.1,-0.021794872
2019.0,MZ,789,789,93,92,1,0.11660329,0.117870726,0.0012674271
2020.0,MZ,746,746,67,89,-22,0.11930295,0.08981233,-0.029490616
2021.0,MZ,703,703,76,53,23,0.07539118,0.10810811,0.032716926
2022.0,MZ,0,0,64,42,22,,,
1996.0,NA,30,30,0,0,0,0.0,0.0,0.0
1997.0,NA,36,36,2,1,1,0.027777778,0.055555556,0.027777778
1998.0,NA,43,43,5,3,2,0.069767445,0.11627907,0.046511628
1999.0,NA,57,57,5,2,3,0.03508772,0.0877193,0.05263158
2000.0,NA,65,65,2,3,-1,0.046153847,0.03076923,-0.015384615
2001.0,NA,72,72,5,1,4,0.013888889,0.06944445,0.055555556
2002.0,NA,76,76,4,3,1,0.039473683,0.05263158,0.013157895
2003.0,NA,87,87,8,7,1,0.08045977,0.09195402,0.011494253
2004.0,NA,89,89,2,4,-2,0.04494382,0.02247191,-0.02247191
2005.0,NA,90,90,5,4,1,0.044444446,0.055555556,0.011111111
2006.0,NA,97,97,6,4,2,0.041237112,0.06185567,0.020618556
2007.0,NA,100,100,4,10,-6,0.1,0.04,-0.06
2008.0,NA,116,116,9,3,6,0.02586207,0.077586204,0.05172414
